,city,neighborhood,coordinates
830,boston,West End,"(-71.06806111697188, 42.364173)"
831,boston,Beacon Hill,"(-71.0688420233376, 42.356609500000005)"
832,boston,Downtown,"(-71.05577458291957, 42.3568195)"
833,boston,Fenway,"(-71.09584080827597, 42.3439315)"
834,boston,Brighton,"(-71.15678861279683, 42.3485685)"
835,boston,West Roxbury,"(-71.16327237045323, 42.2783505)"
836,boston,Hyde Park,"(-71.12765448275397, 42.251549)"
837,boston,Mattapan,"(-71.09066524808297, 42.2780705)"
838,boston,Dorchester,"(-71.06625616356675, 42.29916)"
839,boston,South Boston Waterfront,"(-71.03872340641026, 42.346675)"
840,boston,South Boston,"(-71.04640070928255, 42.3338085)"
841,boston,Allston,"(-71.12697283524788, 42.359860499999996)"
842,boston,Harbor Islands,"(-70.9582934508658, 42.3504255)"
843,clark-county,City of Mesquite,"(-114.13950899592996, 36.7895945)"
844,clark-county,Boulder City,"(-114.91974699316201, 35.84443)"
845,clark-county,City of Henderson,"(-115.01643765541519, 36.013767)"
846,clark-county,City of Las Vegas,"(-115.26057445655385, 36.265507)"
847,clark-county,Unincorporated Areas,"(-115.49486705280451, 35.927743500000005)"
848,clark-county,Nellis AFB,"(-114.98466290950552, 36.2427505)"
849,clark-county,City of North Las Vegas,"(-115.1434991002176, 36.310002999999995)"
850,dallas,District 4,"(-96.80812563058288, 32.718042499999996)"
851,dallas,District 5,"(-96.67733779979675, 32.736461500000004)"
852,dallas,District 6,"(-96.87956281368051, 32.850655)"
853,dallas,District 7,"(-96.7592568446548, 32.76124)"
854,dallas,District 8,"(-96.637269744951, 32.669335000000004)"
855,dallas,District 10,"(-96.72636254180887, 32.894907)"
856,dallas,District 11,"(-96.78210867128973, 32.933594)"
857,dallas,District 13,"(-96.792430861875, 32.8774055)"
858,dallas,District 14,"(-96.7751117351292, 32.820927)"
859,dallas,District 9,"(-96.49792599189838, 32.899125)"
860,dallas,District 12,"(-96.80576396255537, 32.989396)"
861,dallas,District 1,"(-96.84716551683746, 32.746233000000004)"
862,dallas,District 2,"(-96.83835077793883, 32.8127865)"
863,dallas,District 3,"(-96.91574176392396, 32.690670999999995)"
864,twin-cities,Mille Lacs,"(-93.64307583501761, 45.903064)"
865,twin-cities,Pierce,"(-92.4241970393526, 44.700989)"
866,twin-cities,Sibley,"(-94.26608851291684, 44.586872)"
867,twin-cities,Wright,"(-93.95086207395039, 45.2007735)"
868,twin-cities,Scott,"(-93.50326181859998, 44.6783605)"
869,twin-cities,Chisago,"(-92.87419479978648, 45.5139125)"
870,twin-cities,Dakota,"(-93.0251376242234, 44.697144)"
871,twin-cities,Anoka,"(-93.24249039894153, 45.225086)"
872,twin-cities,Ramsey,"(-93.09613544186955, 45.0054355)"
873,twin-cities,Isanti,"(-93.32655226890051, 45.5727215)"
874,twin-cities,Washington,"(-92.87344759024376, 45.021643999999995)"
875,twin-cities,Sherburne,"(-93.75788678527188, 45.402957)"
876,twin-cities,Le Sueur,"(-93.74353754437601, 44.3699415)"
877,twin-cities,Hennepin,"(-93.48729052287231, 45.014925500000004)"
878,twin-cities,St. Croix,"(-92.45382982297001, 45.034431)"
879,twin-cities,Carver,"(-93.7652494801552, 44.8062415)"
880,santa-cruz-county,City of Capitola,"(-121.96285055666876, 36.969328)"
881,santa-cruz-county,City of Santa Cruz,"(-122.02641765330189, 36.979423499999996)"
882,santa-cruz-county,City of Scotts Valley,"(-122.01101365461848, 37.055877)"
883,santa-cruz-county,City of Watsonville,"(-121.76446610579512, 36.9204345)"
884,santa-cruz-county,Unincorporated Areas,"(-122.13497170463458, 37.067514)"
885,salem,Ward 8,"(-123.07587420106762, 44.9575445)"
886,salem,Ward 6,"(-122.98420214204077, 44.948212999999996)"
887,salem,Ward 3,"(-122.96345807000776, 44.892599000000004)"
888,salem,Ward 4,"(-123.0370545, 44.8684075)"
889,salem,Ward 7,"(-123.06903723808918, 44.906472)"
890,salem,Ward 2,"(-123.01714845955883, 44.918037)"
891,salem,Ward 1,"(-123.03574312196766, 44.947155)"
892,salem,Ward 5,"(-123.00103906449783, 44.983064)"
893,denver,District 4,"(-96.80812563058288, 32.718042499999996)"
894,denver,District 5,"(-96.67733779979675, 32.736461500000004)"
895,denver,District 6,"(-96.87956281368051, 32.850655)"
896,denver,District 7,"(-96.7592568446548, 32.76124)"
897,denver,District 8,"(-96.637269744951, 32.669335000000004)"
898,denver,District 10,"(-96.72636254180887, 32.894907)"
899,denver,District 11,"(-96.78210867128973, 32.933594)"
900,denver,District 13,"(-96.792430861875, 32.8774055)"
901,denver,District 14,"(-96.7751117351292, 32.820927)"
902,denver,District 9,"(-96.49792599189838, 32.899125)"
903,denver,District 12,"(-96.80576396255537, 32.989396)"
904,denver,District 1,"(-96.84716551683746, 32.746233000000004)"
905,denver,District 2,"(-96.83835077793883, 32.8127865)"
906,denver,District 3,"(-96.91574176392396, 32.690670999999995)"
907,new-orleans,Garden District,"(-90.084731368007, 29.928331999999997)"
908,new-orleans,Little Woods,"(-89.9677947309158, 30.0510705)"
909,new-orleans,Iberville,"(-90.07361283742632, 29.9595835)"
910,new-orleans,Holy Cross,"(-90.01741085399902, 29.9552885)"
911,new-orleans,Viavant - Venetian Isles,"(-89.89460053273811, 30.024299499999998)"
912,new-orleans,U.S. Naval Base,"(-90.02634715672329, 29.946553)"
913,new-orleans,Algiers Point,"(-90.0522511441373, 29.952555500000003)"
914,new-orleans,Whitney,"(-90.04214477870775, 29.944689)"
915,new-orleans,B. W. Cooper,"(-90.09204503125, 29.951995)"
916,new-orleans,Audubon,"(-90.12233697181661, 29.932646)"
917,new-orleans,Fillmore,"(-90.07741140277778, 30.009693499999997)"
918,new-orleans,Old Aurora,"(-89.99973194717879, 29.926776500000003)"
919,new-orleans,East Carrollton,"(-90.12688037235918, 29.9456885)"
920,new-orleans,Bayou St. John,"(-90.08436466828793, 29.976200499999997)"
921,new-orleans,Central Business District,"(-90.07152500000001, 29.949076)"
922,new-orleans,Central City,"(-90.08392991086956, 29.941301)"
923,new-orleans,Dixon,"(-90.11358157521579, 29.9715355)"
924,new-orleans,Behrman,"(-90.02616340181612, 29.93252)"
925,new-orleans,Black Pearl,"(-90.13593084807692, 29.9325315)"
926,new-orleans,Broadmoor,"(-90.10459115469754, 29.9475805)"
927,new-orleans,Bywater,"(-90.04751810746606, 29.967842)"
928,new-orleans,City Park,"(-90.09321818263463, 29.998368499999998)"
929,new-orleans,Desire Area,"(-90.03395327087658, 29.9946275)"
930,new-orleans,Dillard,"(-90.0666245732237, 29.999257999999998)"
931,new-orleans,Freret,"(-90.10685939543228, 29.937569500000002)"
932,new-orleans,East Riverside,"(-90.09370657329931, 29.9202115)"
933,new-orleans,Fairgrounds,"(-90.07992319181645, 29.9843495)"
934,new-orleans,Fischer Dev,"(-90.04101454090909, 29.93252)"
935,new-orleans,Florida Area,"(-90.03823235695873, 29.981113999999998)"
936,new-orleans,Florida Dev,"(-90.03187879976304, 29.981758499999998)"
937,new-orleans,Gentilly Terrace,"(-90.05273994293586, 30.002299)"
938,new-orleans,Gentilly Woods,"(-90.03696289178356, 30.009868)"
939,new-orleans,Milneburg,"(-90.05419407976396, 30.019786000000003)"
940,new-orleans,Gert Town,"(-90.10534680061727, 29.959877)"
941,new-orleans,Hollygrove,"(-90.12077883660436, 29.967582)"
942,new-orleans,Irish Channel,"(-90.07900348271276, 29.9189045)"
943,new-orleans,Lake Catherine,"(-89.74694985601307, 30.098364500000002)"
944,new-orleans,Navarre,"(-90.10915464659686, 29.988207000000003)"
945,new-orleans,Lakeshore - Lake Vista,"(-90.0983397595331, 30.024577)"
946,new-orleans,Lakeview,"(-90.10789601785714, 30.006815)"
947,new-orleans,Uptown,"(-90.10770346039772, 29.9273605)"
948,new-orleans,Lake Terrace & Oaks,"(-90.06376681094551, 30.028176000000002)"
949,new-orleans,Lakewood,"(-90.11988002929964, 29.986995999999998)"
950,new-orleans,St. Thomas Dev,"(-90.06938346533079, 29.9253585)"
951,new-orleans,West End,"(-90.11828337408332, 30.0150775)"
952,new-orleans,Mcdonogh,"(-90.05055808975942, 29.941694)"
953,new-orleans,Leonidas,"(-90.13173265123663, 29.9511675)"
954,new-orleans,Lower Garden District,"(-90.06897925100394, 29.934484)"
955,new-orleans,Lower Ninth Ward,"(-90.01275827184857, 29.970416)"
956,new-orleans,Marigny,"(-90.0559988736239, 29.963662)"
957,new-orleans,Marlyville - Fontainbleau,"(-90.11210157706131, 29.9510815)"
958,new-orleans,Pontchartrain Park,"(-90.0394204067678, 30.022228)"
959,new-orleans,Mid-City,"(-90.09891236698441, 29.970802)"
960,new-orleans,Milan,"(-90.09770205132284, 29.933748)"
961,new-orleans,Pines Village,"(-90.02254252749086, 30.0209575)"
962,new-orleans,Plum Orchard,"(-90.00146674328762, 30.0173705)"
963,new-orleans,Read Blvd East,"(-89.95587248947876, 30.039341)"
964,new-orleans,Read Blvd West,"(-89.97888140879829, 30.020281)"
965,new-orleans,New Aurora - English Turn,"(-89.92776282804661, 29.8978555)"
966,new-orleans,Tulane - Gravier,"(-90.084644008105, 29.9597285)"
967,new-orleans,Seventh Ward,"(-90.0674498529679, 29.976981000000002)"
968,new-orleans,Treme - Lafitte,"(-90.07400788963662, 29.967382)"
969,new-orleans,St.  Anthony,"(-90.06566264158914, 30.0164415)"
970,new-orleans,St. Bernard Area,"(-90.07935090111665, 29.996312500000002)"
971,new-orleans,St. Claude,"(-90.0395142041815, 29.973456499999998)"
972,new-orleans,St. Roch,"(-90.0522394334508, 29.982097000000003)"
973,new-orleans,Tall Timbers - Brechtel,"(-90.00985626890319, 29.910049)"
974,new-orleans,Touro,"(-90.0950376210443, 29.9247095)"
975,new-orleans,French Quarter,"(-90.06327037833157, 29.957949499999998)"
976,new-orleans,West Lake Forest,"(-89.9837372865419, 30.028754)"
977,new-orleans,West Riverside,"(-90.11610394961454, 29.9155965)"
978,new-orleans,Village De Lest,"(-89.89493081278935, 30.0877665)"
979,san-francisco,Seacliff,"(-122.50279013808442, 37.7827785)"
980,san-francisco,Haight Ashbury,"(-122.44678573747447, 37.767364)"
981,san-francisco,Outer Mission,"(-122.44311121676043, 37.7217415)"
982,san-francisco,Downtown/Civic Center,"(-122.41827925914025, 37.780165)"
983,san-francisco,Diamond Heights,"(-122.44062976678921, 37.741065500000005)"
984,san-francisco,Lakeshore,"(-122.48949319584318, 37.7239195)"
985,san-francisco,Russian Hill,"(-122.4199811986322, 37.803625)"
986,san-francisco,Noe Valley,"(-122.43438931876332, 37.748804)"
987,san-francisco,Inner Sunset,"(-122.46520321254553, 37.7575235)"
988,san-francisco,Treasure Island/YBI,"(-122.36925991292082, 37.8201695)"
989,san-francisco,Outer Richmond,"(-122.49382908868661, 37.7794605)"
990,san-francisco,Crocker Amazon,"(-122.43733714246324, 37.7122465)"
991,san-francisco,Excelsior,"(-122.4189019001784, 37.723935499999996)"
992,san-francisco,Parkside,"(-122.4896770228737, 37.741374)"
993,san-francisco,Financial District,"(-122.39692058481856, 37.791092500000005)"
994,san-francisco,Ocean View,"(-122.45989393463658, 37.7196645)"
995,san-francisco,Mission,"(-122.4160874165895, 37.760204)"
996,san-francisco,West of Twin Peaks,"(-122.45593885918919, 37.738241)"
997,san-francisco,Inner Richmond,"(-122.46284397509498, 37.780204)"
998,san-francisco,Marina,"(-122.43697810976718, 37.8021335)"
999,san-francisco,Bayview,"(-122.38268876342977, 37.7303185)"
1000,san-francisco,Visitacion Valley,"(-122.41245557741797, 37.7161615)"
1001,san-francisco,Pacific Heights,"(-122.43472792963493, 37.793437499999996)"
1002,san-francisco,Presidio Heights,"(-122.45295479310133, 37.786535)"
1003,san-francisco,South of Market,"(-122.40110114297013, 37.778687000000005)"
1004,san-francisco,Glen Park,"(-122.43249708759353, 37.7379045)"
1005,san-francisco,Potrero Hill,"(-122.39298020866667, 37.7582715)"
1006,san-francisco,Castro/Upper Market,"(-122.43585863549383, 37.762482)"
1007,san-francisco,Twin Peaks,"(-122.44915315304269, 37.753364000000005)"
1008,san-francisco,Bernal Heights,"(-122.4159079206803, 37.740384500000005)"
1009,san-francisco,Chinatown,"(-122.40705136483191, 37.7935855)"
1010,san-francisco,North Beach,"(-122.40865821002043, 37.8047755)"
1011,san-francisco,Presidio,"(-122.46451126189608, 37.7989435)"
1012,san-francisco,Nob Hill,"(-122.41631506740914, 37.793929)"
1013,san-francisco,Outer Sunset,"(-122.49382689144323, 37.755342)"
1014,san-francisco,Western Addition,"(-122.43553988153386, 37.7802695)"
1015,san-francisco,Golden Gate Park,"(-122.48336161354078, 37.7693455)"
1016,hawaii,Koolauloa,"(-157.9359121426117, 21.6069965)"
1017,hawaii,North Shore Oahu,"(-158.03257894858154, 21.598913500000002)"
1018,hawaii,Waianae,"(-158.1620340650685, 21.469959)"
1019,hawaii,Koolaupoko,"(-157.81645335912881, 21.4215285)"
1020,hawaii,Central Oahu,"(-158.01593556956067, 21.4376275)"
1021,hawaii,North Shore Kauai,"(-159.501310059557, 22.1504355)"
1022,hawaii,Kapaa-Wailua,"(-159.35599547160555, 22.1179355)"
1023,hawaii,Waimea-Kekaha,"(-159.6521415258652, 22.047127)"
1024,hawaii,Lihue,"(-159.41440699570956, 21.9857875)"
1025,hawaii,Hanapepe-Eleele,"(-159.54403412062018, 21.9709985)"
1026,hawaii,Koloa-Poipu,"(-159.4705550099191, 21.924916)"
1027,hawaii,Molokai,"(-157.0066375023177, 21.135130500000002)"
1028,hawaii,Lahaina,"(-156.6318254861386, 20.906121499999998)"
1029,hawaii,Wailuku-Kahului,"(-156.53220109612695, 20.9146155)"
1030,hawaii,Paia-Haiku,"(-156.24844751233047, 20.852185)"
1031,hawaii,Lanai,"(-156.90280436232453, 20.8305055)"
1032,hawaii,Hana,"(-156.0911633273085, 20.748843)"
1033,hawaii,Kihei-Makena,"(-156.43931723351608, 20.711778000000002)"
1034,hawaii,Kahoolawe,"(-156.61247162494465, 20.5524615)"
1035,hawaii,Hamakua,"(-155.51637163522463, 19.8240305)"
1036,hawaii,South Kohala,"(-155.73705835697157, 19.939256)"
1037,hawaii,North Hilo,"(-155.38526335054308, 19.760925)"
1038,hawaii,South Hilo,"(-155.19373122641025, 19.7110765)"
1039,hawaii,North Kona,"(-155.8761749484059, 19.659471)"
1040,hawaii,North Kohala,"(-155.80332027616646, 20.164618)"
1041,hawaii,Puna,"(-155.04836941463782, 19.4856545)"
1042,hawaii,Kau,"(-155.55334293354196, 19.2502105)"
1043,hawaii,South Kona,"(-155.84333730748318, 19.302961500000002)"
1044,hawaii,Primary Urban Center,"(-157.86562288066602, 21.355661)"
1045,hawaii,Ewa,"(-158.07045322222223, 21.355551)"
1046,hawaii,Primary Urban Center,"(-157.87929928803965, 21.3064605)"
1047,hawaii,Primary Urban Center,"(-157.96019621336615, 21.363467)"
1048,hawaii,East Honolulu,"(-157.73939142572152, 21.2954565)"
1049,hawaii,Makawao-Pukalani-Kula,"(-156.30640440927957, 20.739452)"
1050,los-angeles,Angeles Crest,"(-117.89216880861095, 34.3151465)"
1051,los-angeles,Acton,"(-118.18907092569343, 34.497378)"
1052,los-angeles,Agua Dulce,"(-118.30860637557265, 34.505829500000004)"
1053,los-angeles,Athens,"(-118.30246959879642, 33.927159)"
1054,los-angeles,Alondra Park,"(-118.33515376515327, 33.888153)"
1055,los-angeles,Altadena,"(-118.13644843861695, 34.194119)"
1056,los-angeles,Florence-Firestone,"(-118.24332976376115, 33.968363)"
1057,los-angeles,Avocado Heights,"(-117.99755044760138, 34.040893499999996)"
1058,los-angeles,Littlerock,"(-117.98099295597797, 34.521594)"
1059,los-angeles,Castaic,"(-118.63342851984534, 34.471123000000006)"
1060,los-angeles,North El Monte,"(-118.02453804219708, 34.1009325)"
1061,los-angeles,Charter Oak,"(-117.87266942331757, 34.1004195)"
1062,los-angeles,Citrus,"(-117.89480326580397, 34.116337)"
1063,los-angeles,Desert View Highlands,"(-118.15342065657012, 34.5899705)"
1064,los-angeles,Del Aire,"(-118.36520073481782, 33.915761)"
1065,los-angeles,East Compton,"(-118.19445400337995, 33.8973205)"
1066,los-angeles,East Los Angeles,"(-118.1725277255811, 34.0352585)"
1067,los-angeles,East Pasadena,"(-118.07572181821998, 34.137232999999995)"
1068,los-angeles,East San Gabriel,"(-118.08259999471568, 34.117166999999995)"
1069,los-angeles,East Whittier,"(-117.99056794935805, 33.9263355)"
1070,los-angeles,Elizabeth Lake,"(-118.3748473165443, 34.65763)"
1071,los-angeles,Green Valley,"(-118.41000574212781, 34.618984499999996)"
1072,los-angeles,Hacienda Heights,"(-117.97838651944383, 34.001973500000005)"
1073,los-angeles,Hasley Canyon,"(-118.66407064809812, 34.472877)"
1074,los-angeles,La Crescenta-Montrose,"(-118.23776447601674, 34.228926)"
1075,los-angeles,Ladera Heights,"(-118.37510877619664, 33.99557)"
1076,los-angeles,Lake Hughes,"(-118.43489181700195, 34.6809965)"
1077,los-angeles,Lake Los Angeles,"(-117.8277411778042, 34.614639999999994)"
1078,los-angeles,Marina del Rey,"(-118.4385183939815, 33.975463500000004)"
1079,los-angeles,Lennox,"(-118.35769372915948, 33.9380225)"
1080,los-angeles,Rancho Dominguez,"(-118.21843121131788, 33.858633499999996)"
1081,los-angeles,South Diamond Bar,"(-117.81977145654483, 33.9608485)"
1082,los-angeles,Leona Valley,"(-118.28403431812191, 34.611539)"
1083,los-angeles,Mayflower Village,"(-117.9967474105046, 34.123281500000004)"
1084,los-angeles,Castaic Canyons,"(-118.42176662980158, 34.563683499999996)"
1085,los-angeles,Lopez/Kagel Canyons,"(-118.38646669885074, 34.300977)"
1086,los-angeles,Southeast Antelope Valley,"(-117.85240776187524, 34.466097500000004)"
1087,los-angeles,Northeast Antelope Valley,"(-117.75611070270679, 34.634957)"
1088,los-angeles,Quartz Hill,"(-118.21442527993489, 34.656522)"
1089,los-angeles,Rowland Heights,"(-117.89451178778954, 33.976128)"
1090,los-angeles,San Pasqual,"(-118.1026875061518, 34.139162999999996)"
1091,los-angeles,Northwest Antelope Valley,"(-118.45086883309739, 34.724634)"
1092,los-angeles,North Whittier,"(-118.03628830281983, 34.0057255)"
1093,los-angeles,Chesterfield Square,"(-118.3133216181372, 33.98209)"
1094,los-angeles,South San Gabriel,"(-118.09600930869847, 34.047666)"
1095,los-angeles,South San Jose Hills,"(-117.91592723326767, 34.0148985)"
1096,los-angeles,South Whittier,"(-118.02539219755309, 33.935922500000004)"
1097,los-angeles,Sun Village,"(-117.95449519795483, 34.5571085)"
1098,los-angeles,Val Verde,"(-118.65417316047485, 34.445458)"
1099,los-angeles,Stevenson Ranch,"(-118.59500799659531, 34.3905175)"
1100,los-angeles,Veterans Administration,"(-118.45555385429465, 34.0567015)"
1101,los-angeles,View Park-Windsor Hills,"(-118.35103989589139, 33.995596)"
1102,los-angeles,Topanga,"(-118.61230705109617, 34.093149999999994)"
1103,los-angeles,Unincorporated Catalina Island,"(-118.42389518308252, 33.3891335)"
1104,los-angeles,Westmont,"(-118.29837154449746, 33.943650500000004)"
1105,los-angeles,Unincorporated Santa Monica Mountains,"(-118.77685848841655, 34.08965499999999)"
1106,los-angeles,Unincorporated Santa Susana Mountains,"(-118.63503074470404, 34.3749955)"
1107,los-angeles,Universal City,"(-118.35010076091437, 34.137324)"
1108,los-angeles,Valinda,"(-117.93353926220976, 34.038091)"
1109,los-angeles,Vincent,"(-117.91952814524936, 34.099447)"
1110,los-angeles,Walnut Park,"(-118.22070056217159, 33.969367500000004)"
1111,los-angeles,West Carson,"(-118.29314651811345, 33.818503500000006)"
1112,los-angeles,West Compton,"(-118.27121865372041, 33.8924565)"
1113,los-angeles,West Puente Valley,"(-117.96464294825029, 34.0498515)"
1114,los-angeles,Northwest Palmdale,"(-118.18103571509911, 34.627104)"
1115,los-angeles,Avalon,"(-118.33206062342225, 33.33701)"
1116,los-angeles,West Whittier-Los Nietos,"(-118.06680315696482, 33.978117)"
1117,los-angeles,Whittier Narrows,"(-118.06497657500708, 34.037028500000005)"
1118,los-angeles,Willowbrook,"(-118.26830263207341, 33.9152945)"
1119,los-angeles,Alhambra,"(-118.13444279984547, 34.0844345)"
1120,los-angeles,Baldwin Park,"(-117.96434639343127, 34.0811255)"
1121,los-angeles,Artesia,"(-118.08059633431913, 33.8653855)"
1122,los-angeles,Cerritos,"(-118.04954219138949, 33.867847)"
1123,los-angeles,Azusa,"(-117.90966187517708, 34.1373155)"
1124,los-angeles,Bell Gardens,"(-118.15335035354977, 33.9648205)"
1125,los-angeles,Bell,"(-118.19310926934418, 33.981322000000006)"
1126,los-angeles,Bradbury,"(-117.97261409423325, 34.154602)"
1127,los-angeles,Downey,"(-118.13012721717135, 33.937920500000004)"
1128,los-angeles,Beverly Hills,"(-118.40622884543814, 34.081526499999995)"
1129,los-angeles,Burbank,"(-118.32655718384376, 34.180532)"
1130,los-angeles,Cudahy,"(-118.1805734584845, 33.9607215)"
1131,los-angeles,Calabasas,"(-118.66409023703787, 34.1362775)"
1132,los-angeles,Carson,"(-118.24720449209053, 33.8393005)"
1133,los-angeles,Commerce,"(-118.14636333623272, 33.996815)"
1134,los-angeles,Duarte,"(-117.95100866946129, 34.159754)"
1135,los-angeles,Gramercy Park,"(-118.31008945802606, 33.9477315)"
1136,los-angeles,Compton,"(-118.2289198575899, 33.8935505)"
1137,los-angeles,La Puente,"(-117.95105693403892, 34.030969999999996)"
1138,los-angeles,Covina,"(-117.88325824909629, 34.0875875)"
1139,los-angeles,Culver City,"(-118.40424907621909, 34.0055845)"
1140,los-angeles,Diamond Bar,"(-117.82253242083803, 34.0008925)"
1141,los-angeles,El Monte,"(-118.03777990934803, 34.071610500000006)"
1142,los-angeles,El Segundo,"(-118.39828018693245, 33.916563)"
1143,los-angeles,Jefferson Park,"(-118.32200897173237, 34.029064000000005)"
1144,los-angeles,Lynwood,"(-118.20272331389307, 33.926207500000004)"
1145,los-angeles,Glendale,"(-118.24621748383717, 34.192992)"
1146,los-angeles,Glendora,"(-117.85025880040354, 34.145765999999995)"
1147,los-angeles,Paramount,"(-118.16491567601902, 33.897851)"
1148,los-angeles,Hawthorne,"(-118.34413213231464, 33.914003)"
1149,los-angeles,Huntington Park,"(-118.22257987054755, 33.978259)"
1150,los-angeles,Inglewood,"(-118.34829492615798, 33.955075)"
1151,los-angeles,Larchmont,"(-118.31757261449509, 34.0794305)"
1152,los-angeles,La Canada Flintridge,"(-118.19932379503311, 34.210027499999995)"
1153,los-angeles,Irwindale,"(-117.9657902941098, 34.109151999999995)"
1154,los-angeles,San Marino,"(-118.11010973815219, 34.1211285)"
1155,los-angeles,Lancaster,"(-118.18733635678919, 34.699033)"
1156,los-angeles,Mission Hills,"(-118.46025972301328, 34.272392499999995)"
1157,los-angeles,Industry,"(-117.97823970065924, 34.0264705)"
1158,los-angeles,Long Beach,"(-118.11996339001593, 33.806753)"
1159,los-angeles,Malibu,"(-118.76602568782552, 34.033730500000004)"
1160,los-angeles,Manhattan Beach,"(-118.39707646466667, 33.889047)"
1161,los-angeles,Monrovia,"(-118.00337996078889, 34.1543955)"
1162,los-angeles,Montebello,"(-118.11135666146184, 34.01021)"
1163,los-angeles,Monterey Park,"(-118.13866774794647, 34.0508545)"
1164,los-angeles,Norwalk,"(-118.07995162688952, 33.908195)"
1165,los-angeles,Temple City,"(-118.0523656936744, 34.103205)"
1166,los-angeles,Pico Rivera,"(-118.09311205568832, 33.988794999999996)"
1167,los-angeles,Pomona,"(-117.76043590230785, 34.066497)"
1168,los-angeles,Palmdale,"(-118.06182074460995, 34.5860615)"
1169,los-angeles,Palos Verdes Estates,"(-118.40383178460482, 33.784215)"
1170,los-angeles,North Hills,"(-118.4766852276948, 34.2371955)"
1171,los-angeles,Rancho Palos Verdes,"(-118.31626775530893, 33.7584455)"
1172,los-angeles,Rosemead,"(-118.08795689420158, 34.064600999999996)"
1173,los-angeles,Rolling Hills Estates,"(-118.33059232904318, 33.776111)"
1174,los-angeles,Rolling Hills,"(-118.35095994737748, 33.763028500000004)"
1175,los-angeles,Westlake Village,"(-118.81956627889696, 34.1383535)"
1176,los-angeles,Koreatown,"(-118.30056884827997, 34.065125)"
1177,los-angeles,Harvard Heights,"(-118.30666575757022, 34.045298)"
1178,los-angeles,San Dimas,"(-117.80705785589521, 34.115909)"
1179,los-angeles,San Fernando,"(-118.43701836089019, 34.287302)"
1180,los-angeles,Ridge Route,"(-118.66544528269927, 34.650082)"
1181,los-angeles,San Gabriel,"(-118.09780412814129, 34.092573)"
1182,los-angeles,Harvard Park,"(-118.30459275762358, 33.9838995)"
1183,los-angeles,Santa Fe Springs,"(-118.05957389087816, 33.9288665)"
1184,los-angeles,Santa Monica,"(-118.48100096335732, 34.023282)"
1185,los-angeles,Signal Hill,"(-118.1675963428197, 33.804321)"
1186,los-angeles,Hyde Park,"(-118.33517287046332, 33.985754)"
1187,los-angeles,Mid-Wilshire,"(-118.34134629337746, 34.060227)"
1188,los-angeles,South El Monte,"(-118.04576858769644, 34.048797)"
1189,los-angeles,South Gate,"(-118.18830792318735, 33.938109)"
1190,los-angeles,South Pasadena,"(-118.15810695627115, 34.1121265)"
1191,los-angeles,Pacoima,"(-118.42118582027175, 34.263384)"
1192,los-angeles,West Covina,"(-117.89590620763823, 34.047236)"
1193,los-angeles,West Hollywood,"(-118.38336402642162, 34.087164)"
1194,los-angeles,Westlake,"(-118.2733998057676, 34.063176999999996)"
1195,los-angeles,Toluca Lake,"(-118.35721636106433, 34.1504985)"
1196,los-angeles,Beverly Crest,"(-118.42757299861357, 34.1063425)"
1197,los-angeles,Valley Village,"(-118.39769915577662, 34.1626615)"
1198,los-angeles,Brentwood,"(-118.49677992030723, 34.085684)"
1199,los-angeles,Chatsworth Reservoir,"(-118.63002036862375, 34.233526499999996)"
1200,los-angeles,Cheviot Hills,"(-118.41117808761723, 34.040439)"
1201,los-angeles,Chinatown,"(-118.2368143529362, 34.063516500000006)"
1202,los-angeles,South Park,"(-118.2686015313248, 34.0001275)"
1203,los-angeles,Encino,"(-118.49854904372182, 34.1569165)"
1204,los-angeles,Granada Hills,"(-118.50698012983028, 34.297261)"
1205,los-angeles,Hansen Dam,"(-118.38393462120179, 34.2655955)"
1206,los-angeles,Harbor City,"(-118.29770856571193, 33.797746000000004)"
1207,los-angeles,Harbor Gateway,"(-118.28611580534974, 33.868494999999996)"
1208,los-angeles,Highland Park,"(-118.19511471396946, 34.1091995)"
1209,los-angeles,Hollywood Hills,"(-118.33463440523131, 34.127969)"
1210,los-angeles,Hollywood Hills West,"(-118.36836442838236, 34.110298)"
1211,los-angeles,Pacific Palisades,"(-118.55777602558615, 34.078581)"
1212,los-angeles,Hidden Hills,"(-118.65989003668864, 34.163663)"
1213,los-angeles,Van Nuys,"(-118.46182373329103, 34.197489000000004)"
1214,los-angeles,Westchester,"(-118.40530136359405, 33.956014499999995)"
1215,los-angeles,San Pedro,"(-118.29703143434799, 33.744569)"
1216,los-angeles,Silver Lake,"(-118.26958723453151, 34.094905999999995)"
1217,los-angeles,Tarzana,"(-118.54666196170902, 34.1562415)"
1218,los-angeles,Sun Valley,"(-118.39090203630778, 34.22782)"
1219,los-angeles,Baldwin Hills/Crenshaw,"(-118.35098102269137, 34.0128925)"
1220,los-angeles,Agoura Hills,"(-118.76459821239729, 34.150208500000005)"
1221,los-angeles,Adams-Normandie,"(-118.3002392571689, 34.031193)"
1222,los-angeles,Beverlywood,"(-118.3928471643847, 34.042584500000004)"
1223,los-angeles,Atwater Village,"(-118.27055483375759, 34.1348045)"
1224,los-angeles,Broadway-Manchester,"(-118.2746485863407, 33.940645)"
1225,los-angeles,Hancock Park,"(-118.33498004561831, 34.072393000000005)"
1226,los-angeles,Boyle Heights,"(-118.2106453137587, 34.040993)"
