,neighborhood,city,population,density,family_size,income_household_median,income_individual_median,home_ownership,housing_units,home_value,rent_median,rent_burden,labor_force_participation,unemployment_rate,poverty,total_units,rent_per_month,hh_income,price
302,28803.0,asheville,34036.0,342.5,3.2,60290.0,34963.0,52.8,14256.0,322241.0,1246.0,33.7,60.4,4.4,10.6,679,156.0,,163.1688034188034
303,28804.0,asheville,24854.0,334.8,3.01,72575.0,34973.0,68.7,9496.0,418150.0,1256.0,35.7,55.9,4.1,10.2,76,281.0,,192.84738041002277
304,28805.0,asheville,20147.0,293.6,3.17,54911.0,28486.0,62.1,8885.0,275483.0,1040.0,29.3,61.6,2.4,10.7,549,342.0,,172.83529411764707
305,District 1,dallas,29941.0,1889.3,3.36,68000.0,38355.0,54.9,11638.0,332231.0,1250.0,29.3,72.7,4.6,12.0,204,296.0,,148.22527472527472
306,District 10,dallas,97071.0,2302.2,6.34,56017.0,35063.5,37.7,40764.0,706240.0,1070.0,32.4,71.65,4.3,14.85,1300,363.5,,136.84018264840182
307,District 11,dallas,80628.0,2364.725,11.96,73829.75,44250.5,26.875,36741.0,1308694.0,1270.75,27.375,77.15,4.025,11.375,563,265.0,,173.0253164556962
308,District 12,dallas,115482.0,2519.733333333333,8.48,72963.66666666667,46180.333333333336,39.36666666666667,55711.0,1212591.0,1226.0,26.766666666666666,73.60000000000001,5.3999999999999995,10.233333333333334,553,469.3333333333333,,135.37777777777777
309,District 13,dallas,84553.0,1603.466666666667,9.42,84474.33333333333,43928.0,44.96666666666667,34666.0,1310322.0,1309.0,26.766666666666666,75.7,4.566666666666666,11.033333333333333,329,390.6666666666667,,288.6265060240964
310,District 14,dallas,89772.0,3618.75,9.780000000000001,86313.0,63654.25,22.675,52225.0,1711746.0,1653.25,25.35,83.975,3.925,12.075,2212,241.5,,234.6465892597968
311,District 2,dallas,79057.0,2043.8666666666668,18.31,66442.83333333333,40074.666666666664,30.599999999999998,39566.0,1729155.0,1294.0,29.21666666666667,74.36666666666666,4.333333333333333,17.683333333333334,1097,327.8333333333333,,230.194057004245
312,District 3,dallas,145953.0,1267.4,18.68,52386.6,29727.2,44.88,47247.0,823454.0,1164.2,37.239999999999995,69.56,7.1,19.52,3071,447.2,,197.8314606741573
313,District 4,dallas,107936.0,1735.7333333333333,11.43,39093.0,24791.0,45.79999999999999,36875.0,357056.0,977.3333333333334,35.26666666666667,59.199999999999996,9.299999999999999,27.73333333333333,1997,348.3333333333333,,166.53191489361703
314,District 5,dallas,146162.0,1585.6,7.8500000000000005,47064.0,27854.0,57.45,42377.0,252834.0,1035.5,34.85,60.3,3.5999999999999996,21.65,2352,404.5,,120.9
315,District 6,dallas,76377.0,822.075,12.75,47248.5,23254.0,21.125,24546.0,454155.0,1131.25,40.65,48.650000000000006,13.725000000000001,32.05,1785,396.5,,247.48363636363635
316,District 7,dallas,27230.0,1236.05,7.49,32464.5,20891.5,32.2,9863.0,170663.0,884.0,35.349999999999994,59.0,8.350000000000001,25.9,1287,341.0,,145.40444444444444
317,District 8,dallas,89400.0,858.6666666666666,11.219999999999999,44758.666666666664,24184.333333333332,63.63333333333333,28508.0,356785.0,1121.3333333333333,38.5,55.63333333333333,4.733333333333333,25.166666666666668,1756,526.3333333333334,,166.62295081967213
318,District 9,dallas,152789.0,1620.1999999999998,12.68,86845.0,48674.25,62.075,58597.0,1385227.0,1386.0,29.35,70.975,3.25,9.575,2396,436.0,,245.6476683937824
319,Ashburn,chicago,43485.0,3470.4,3.82,70766.0,31304.0,83.7,13479.0,193121.0,1250.0,34.8,64.3,12.1,13.7,686,421.0,,131.0909090909091
320,Auburn Gresham,chicago,69357.0,3827.0,3.51,40117.0,24620.0,47.8,25825.0,150119.0,985.0,43.8,56.4,18.4,23.3,4541,357.0,,132.44
321,Austin,chicago,47630.0,5238.1,3.58,31816.0,20635.0,29.5,17870.0,201026.0,992.0,51.2,56.5,17.4,29.7,3213,329.0,,147.91666666666666
322,Belmont Cragin,chicago,89037.0,6927.5,3.94,53197.0,25967.0,48.4,26363.0,253341.0,1094.0,35.9,63.8,6.3,17.4,1579,351.0,,134.05263157894737
323,Beverly,chicago,49796.0,2613.9,3.46,73285.0,36378.0,72.7,18075.0,198791.0,1225.0,36.9,60.7,11.4,14.4,1737,403.0,,97.35714285714286
324,Brighton Park,chicago,87395.0,4529.7,3.97,48791.0,26417.0,55.6,26080.0,202831.0,924.0,33.7,61.7,11.8,16.3,252,384.0,,92.48571428571428
325,Chatham,chicago,63481.0,4002.8,3.38,43329.0,27359.0,44.1,28030.0,171970.0,951.0,43.1,59.7,15.7,23.7,3978,339.0,,155.23333333333332
326,Chicago Lawn,chicago,107487.0,5888.0,4.02,46217.0,25793.0,57.0,33175.0,192340.0,938.0,41.3,61.7,13.5,18.4,1336,352.0,,121.11111111111111
327,Clearing,chicago,58959.0,2057.4,3.5,76258.0,39430.0,79.3,20775.0,243461.0,1102.0,28.4,66.4,7.2,6.9,314,374.0,,351.1764705882353
328,Douglas,chicago,53085.0,5393.6,2.96,65489.0,38486.0,38.6,24622.0,350195.0,1179.0,28.6,64.5,6.3,17.8,3949,343.0,,149.71
329,Dunning,chicago,77520.0,4210.0,3.39,75878.0,35044.0,73.6,27567.0,284838.0,1151.0,29.2,66.8,5.0,9.3,366,413.0,,130.27083333333334
330,Edgewater,chicago,44972.0,13631.6,2.95,56090.0,35402.0,36.2,21179.0,264642.0,1136.0,29.6,69.7,5.6,16.4,1429,310.0,,145.30208333333334
331,Englewood,chicago,26538.0,2729.3,3.55,24912.0,18115.0,23.9,10783.0,103207.0,895.0,51.7,51.9,23.9,39.9,3544,305.0,,80.75675675675676
332,Forest Glen,chicago,29326.0,2551.5,3.27,103913.0,47575.0,78.0,10946.0,446590.0,1145.0,33.1,64.8,4.4,6.5,534,321.0,,174.2
333,Grand Boulevard,chicago,34519.0,5648.5,3.14,34564.0,26899.0,29.1,16925.0,292576.0,809.0,45.3,62.9,16.4,30.0,7005,355.0,,164.7218045112782
334,Humboldt Park,chicago,64638.0,7206.8,3.83,44549.0,25559.0,44.8,20564.0,211871.0,1116.0,36.2,61.8,10.3,22.2,2038,365.0,,159.3644859813084
335,Hyde Park,chicago,41767.0,7367.8,2.91,51179.0,37209.0,30.3,21709.0,263941.0,1276.0,41.4,67.1,9.8,25.8,3996,355.0,,139.0
336,Irving Park,chicago,95078.0,7350.8,3.29,91650.0,48184.0,50.5,36855.0,452550.0,1327.0,24.3,77.3,4.8,8.1,1068,359.0,,147.32584269662922
337,Jefferson Park,chicago,55591.0,4526.9,3.17,84220.0,42435.0,66.7,21358.0,320315.0,1193.0,24.5,67.9,5.8,7.3,197,394.0,,120.50909090909092
338,Lake View,chicago,72113.0,12804.2,2.83,98457.0,66334.0,38.5,38263.0,467091.0,1684.0,26.9,83.6,4.2,7.5,822,342.0,,199.48298217179902
339,Lincoln Park,chicago,72119.0,8641.9,2.91,123610.0,72964.0,45.3,33922.0,663258.0,1811.0,24.7,76.3,3.4,8.4,1385,331.0,,238.17363344051446
340,Lincoln Square,chicago,80028.0,8210.2,3.23,76088.0,37386.0,39.7,30888.0,358765.0,1318.0,28.2,74.2,6.5,12.1,587,359.0,,124.2090909090909
341,Logan Square,chicago,85564.0,8336.7,3.17,89974.0,50039.0,37.9,36880.0,460838.0,1459.0,25.0,79.6,3.7,11.7,2565,356.0,,179.78980891719746
342,Loop,chicago,19377.0,8114.5,6.77,122568.33333333333,89677.33333333333,44.6,11909.0,902750.0,2234.0,27.400000000000002,77.76666666666667,4.166666666666667,8.6,37,121.5,,250.68803418803418
343,Lower West Side,chicago,83689.0,5172.7,3.48,61490.0,30430.0,39.5,27804.0,289255.0,1071.0,26.3,58.5,7.5,16.8,2089,366.0,,137.79253112033194
344,Mount Greenwood,chicago,28751.0,2518.3,3.39,105229.0,58784.0,84.5,10730.0,271372.0,1183.0,26.5,66.8,4.8,4.3,60,364.0,,67.0
345,Near North Side,chicago,98843.0,15710.866666666669,7.24,114554.0,83795.33333333333,40.1,61342.0,1506705.0,2109.3333333333335,25.599999999999998,77.23333333333333,2.6666666666666665,9.200000000000001,4467,371.6666666666667,,337.97591522157995
346,Near South Side,chicago,32077.0,8658.3,2.51,112162.0,74895.0,45.5,17467.0,413433.0,2228.0,25.5,73.5,6.8,8.6,777,323.0,,261.8414634146341
347,Near West Side,chicago,74971.0,7505.533333333333,8.35,100274.33333333333,64468.0,37.53333333333333,33785.0,1128564.0,1829.0,32.93333333333333,74.60000000000001,6.566666666666666,17.599999999999998,5516,266.0,,197.06949806949808
348,New City,chicago,61861.0,3082.1,3.57,43048.0,26064.0,37.7,22402.0,206322.0,889.0,35.5,64.0,14.3,26.9,1926,354.0,,56.982142857142854
349,Norwood Park,chicago,59254.0,3285.95,6.22,89297.0,51302.0,68.35,24660.0,687832.0,1280.5,26.7,66.9,4.1,7.95,137,351.5,,135.1346153846154
350,Portage Park,chicago,71003.0,6808.1,3.6,72950.0,34973.0,53.8,24917.0,326512.0,1121.0,27.9,69.9,6.0,11.5,570,357.0,,135.90625
351,Rogers Park,chicago,50295.0,11313.5,3.12,51562.0,31786.0,27.6,23272.0,238502.0,1111.0,32.6,69.1,5.0,20.1,2142,310.0,,149.4320987654321
352,Roseland,chicago,64489.0,2268.2,3.67,46665.0,26431.0,57.2,23198.0,127216.0,1047.0,43.4,57.9,19.0,22.0,3588,374.0,,142.2173913043478
353,South Deering,chicago,96867.0,1439.75,7.02,50115.0,29023.5,60.25,35268.0,287433.0,991.0,41.55,60.55,11.8,19.1,3917,366.5,,137.66666666666666
354,South Lawndale,chicago,77352.0,5554.6,3.67,35890.0,22922.0,36.7,26225.0,172329.0,943.0,37.3,58.2,12.5,27.3,3005,340.0,,97.625
355,South Shore,chicago,48973.0,5223.5,3.29,38026.0,28482.0,23.9,23349.0,175036.0,981.0,37.4,65.0,15.6,30.5,5282,314.0,,131.19117647058823
356,Uptown,chicago,121218.0,9972.4,5.56,75963.5,52388.0,35.95,64855.0,667349.0,1347.0,27.65,78.2,4.5,14.25,6690,350.0,,151.97260273972603
357,West Englewood,chicago,30412.0,3001.1,3.68,27831.0,21175.0,46.2,11391.0,106709.0,981.0,51.3,48.7,22.1,31.4,1377,357.0,,61.72222222222222
358,West Garfield Park,chicago,36986.0,4025.9,3.66,29102.0,19978.0,26.4,13204.0,185119.0,1055.0,60.0,55.6,22.2,36.5,3946,331.0,,87.69565217391305
359,West Ridge,chicago,92314.0,7791.35,7.3100000000000005,60282.5,30835.0,47.65,30644.0,597957.0,1245.5,32.1,64.75,6.15,17.35,1264,371.5,,118.66355140186916
360,West Town,chicago,76024.0,6694.55,5.62,120947.5,66670.5,38.25,35354.0,1040872.0,1822.5,24.35,84.0,3.6500000000000004,8.85,2314,353.0,,277.41379310344826
361,Woodlawn,chicago,49514.0,4222.4,3.2,31720.0,21397.0,24.9,21450.0,225518.0,1024.0,51.8,57.6,17.5,33.8,6457,337.0,,108.44827586206897
362,Arrochar,new-york-city,44531.0,4277.3,3.36,76833.0,38490.0,66.0,15969.0,543037.0,1421.0,31.0,59.7,6.5,9.3,1068,463.0,,147.5
363,Arverne,new-york-city,24639.0,9364.8,3.73,53498.0,27731.0,34.4,8035.0,471562.0,1267.0,36.2,59.4,8.9,19.0,2666,598.0,,208.83157894736843
364,Astoria,new-york-city,63788.0,17694.35,6.18,89037.5,50495.0,15.399999999999999,27780.0,1687923.0,1931.5,26.7,73.65,6.55,12.3,1636,551.0,,113.67032967032966
365,Battery Park City,new-york-city,15001.0,33563.600000000006,5.609999999999999,214074.5,133246.5,20.25,6789.0,846150.0,3501.0,18.55,80.8,1.9,3.7,16,-4.0,,398.5824175824176
366,Bayside,new-york-city,69021.0,6382.549999999999,6.71,92352.0,44056.0,66.0,24639.0,1438211.0,2071.0,32.2,62.5,4.949999999999999,8.1,19,-4.0,,150.49056603773585
367,Bayswater,new-york-city,70797.0,10186.7,4.0,54877.0,27262.0,26.0,21572.0,559031.0,1348.0,37.3,59.3,10.3,20.1,6639,466.0,,94.29411764705883
368,Bedford-Stuyvesant,new-york-city,237571.0,24871.7,9.86,67988.0,38589.666666666664,23.366666666666664,92104.0,3078007.0,1630.3333333333333,34.699999999999996,66.46666666666667,6.6000000000000005,20.433333333333334,13338,529.6666666666666,,132.280205655527
369,Belle Harbor,new-york-city,22432.0,4956.8,3.28,88643.0,44834.0,53.6,8392.0,704329.0,1557.0,30.9,57.8,7.0,13.1,504,801.0,,226.71428571428572
370,Bellerose,new-york-city,46849.0,6133.8,7.4399999999999995,93409.0,42098.5,67.95,14226.0,1185013.0,1720.0,28.55,61.85,5.85,7.75,126,348.5,,137.71428571428572
371,Borough Park,new-york-city,175259.0,21990.25,8.08,51650.0,24024.0,32.05,49207.0,1934466.0,1519.5,43.45,60.0,7.6,26.700000000000003,4191,472.5,,85.4225352112676
372,Breezy Point,new-york-city,3782.0,713.2,3.45,113047.0,63233.0,96.9,1403.0,612345.0,950.0,,53.3,2.3,3.9,1,-4.0,,150.0
373,Brooklyn Heights,new-york-city,0.0,,0.0,,,,0.0,0.0,,,,,,2,-4.0,,218.8314606741573
374,Brownsville,new-york-city,78296.0,19561.8,3.31,30733.0,20780.0,13.7,31594.0,458230.0,1016.0,47.3,55.3,16.8,31.8,12491,530.0,,141.50833333333333
375,Bull's Head,new-york-city,93736.0,2784.6,3.44,94578.0,42500.0,75.1,31761.0,585903.0,1503.0,34.5,58.6,5.5,9.3,1115,487.0,,183.875
376,Bushwick,new-york-city,50590.0,19603.4,3.41,65908.0,32468.0,10.7,17515.0,918023.0,1843.0,35.7,69.6,6.4,23.7,894,451.0,,107.08714198659354
377,Cambria Heights,new-york-city,21605.0,7073.4,3.8,108131.0,42918.0,85.4,6509.0,487537.0,1498.0,28.4,62.8,5.6,5.0,31,603.0,,112.1923076923077
378,Canarsie,new-york-city,102238.0,11075.1,3.58,73562.0,38270.0,48.7,33728.0,600089.0,1516.0,34.6,60.3,5.3,12.6,3477,563.0,,163.1748878923767
379,Chelsea,new-york-city,78833.0,23807.8,5.54,120376.0,84779.5,32.1,43495.0,1623566.0,2285.0,26.45,73.85,4.3,11.75,2701,390.3333333333333,,294.2992125984252
380,Clason Point,new-york-city,60296.0,10889.3,3.31,48212.0,27256.0,29.5,22362.0,468947.0,1010.0,32.8,55.1,9.3,22.5,8227,561.0,,115.95833333333333
381,Clinton Hill,new-york-city,50681.0,16705.6,4.01,68607.0,39680.0,29.6,16926.0,811437.0,1835.0,40.4,66.7,8.8,29.4,4416,543.0,,205.31578947368422
382,Co-op City,new-york-city,44509.0,13829.1,3.12,56327.0,34177.0,41.2,18608.0,79612.0,1095.0,28.2,55.2,7.9,12.1,1176,462.0,,87.5
383,Concourse Village,new-york-city,50118.0,18321.1,3.33,33945.0,21826.0,14.1,20434.0,0.0,1136.0,46.8,55.7,9.6,34.1,7890,498.0,,117.55263157894737
384,Coney Island,new-york-city,48110.0,11975.8,3.11,37241.0,21015.0,31.4,19218.0,459485.0,874.0,42.8,44.8,8.6,28.8,8438,497.0,,128.89473684210526
385,Corona,new-york-city,116469.0,17075.0,4.07,62254.0,27190.0,20.0,29550.0,655706.0,1758.0,36.0,67.7,5.1,17.7,1641,404.0,,96.55
386,Crown Heights,new-york-city,69392.0,24856.7,3.46,48896.0,28412.0,16.6,26098.0,899994.0,1404.0,39.7,64.3,10.6,20.7,4553,529.0,,145.3991902834008
387,Ditmars Steinway,new-york-city,38311.0,9054.2,3.09,93200.0,48831.0,27.6,15352.0,934617.0,1997.0,26.2,71.6,7.6,10.4,589,480.0,,123.83809523809524
388,Douglaston,new-york-city,19217.0,3572.6,3.21,100528.0,52245.0,76.8,7279.0,505712.0,2172.0,35.2,59.0,5.1,6.8,4,-4.0,,83.2
389,Downtown Brooklyn,new-york-city,68777.0,19613.2,2.87,148282.0,84307.0,35.2,31084.0,1034844.0,2838.0,26.4,74.8,5.9,10.7,2556,552.0,,236.13793103448276
390,Dyker Heights,new-york-city,45267.0,11673.5,3.32,77189.0,34772.0,54.7,15485.0,990893.0,1616.0,36.5,59.1,6.0,12.7,109,437.0,,112.42857142857143
391,East Elmhurst,new-york-city,31550.0,11238.4,3.74,66132.0,30721.0,60.0,9551.0,570575.0,1797.0,42.4,59.8,8.0,14.2,178,444.0,,143.07327586206895
392,East Flatbush,new-york-city,79499.0,14350.1,3.29,61414.0,33747.0,40.1,29002.0,541029.0,1397.0,34.8,61.2,6.4,13.5,1135,444.0,,137.97943925233645
393,East Harlem,new-york-city,114703.0,18090.199999999997,6.83,33228.0,24254.0,8.399999999999999,47374.0,1196464.0,1004.5,41.8,52.650000000000006,9.649999999999999,32.35,22013,536.5,,183.7448275862069
394,East New York,new-york-city,221331.0,10995.333333333334,10.32,43010.333333333336,26180.666666666668,20.7,75392.0,1574181.0,1218.0,42.46666666666667,54.699999999999996,8.666666666666666,24.7,22003,366.0,,139.68120805369128
395,East Village,new-york-city,114447.0,37170.4,5.66,107542.0,61678.5,23.05,54588.0,1589081.0,2109.0,27.85,65.0,4.9,17.35,6154,436.0,,230.03831775700934
396,Elmhurst,new-york-city,102104.0,26077.0,3.73,62072.0,29028.0,29.2,31438.0,611430.0,1727.0,34.8,66.7,5.4,9.9,112,356.0,,85.25
397,Financial District,new-york-city,31993.0,38503.5,5.73,148556.0,87423.0,22.6,15276.0,2199822.0,3069.0,28.45,79.1,5.2,11.5,2180,264.0,,293.14079422382673
398,Flatbush,new-york-city,99776.0,29574.0,3.4,66173.0,35520.0,13.2,37128.0,675822.0,1530.0,29.6,67.4,5.1,14.1,1482,502.0,,122.37022132796781
399,Flatlands,new-york-city,65854.0,15421.4,3.65,77378.0,38827.0,44.8,21720.0,724473.0,1552.0,32.5,61.4,7.3,9.9,789,408.0,,135.69642857142858
400,Flushing,new-york-city,172396.0,11765.5,9.96,58030.0,29455.0,42.56666666666666,62807.0,2014203.0,1658.6666666666667,43.93333333333334,58.36666666666667,5.566666666666666,15.733333333333334,1625,425.0,,110.16314779270634
401,Fordham,new-york-city,86757.0,27435.1,3.52,38768.0,20891.0,3.4,29090.0,432607.0,1375.0,43.5,62.8,14.8,30.8,6349,459.0,,94.95081967213115
402,Forest Hills,new-york-city,76091.0,12136.6,3.03,96321.0,56860.0,52.7,33099.0,495863.0,1885.0,26.8,64.7,4.8,6.1,273,397.0,,160.9448818897638
403,Fort Hamilton,new-york-city,72938.0,13325.8,3.22,84145.0,47219.0,38.3,30150.0,820894.0,1682.0,28.3,63.8,5.7,10.6,876,317.0,,114.63414634146342
404,Fresh Meadows,new-york-city,59361.0,5292.15,6.84,87030.0,38666.0,59.3,20786.0,1617730.0,1683.5,32.3,62.150000000000006,6.55,10.9,954,486.0,,134.94736842105263
405,Glendale,new-york-city,109111.0,11653.3,3.44,77350.0,37526.0,30.5,37050.0,715264.0,1697.0,28.7,67.4,6.8,11.0,577,455.0,,117.6896551724138
406,Gravesend,new-york-city,178926.0,16888.0,7.18,57884.0,27090.0,36.3,59200.0,1758621.0,1523.5,40.55,58.6,7.699999999999999,18.75,4479,421.5,,116.734375
407,Great Kills,new-york-city,30353.0,5362.7,3.28,116082.0,54313.0,78.3,10488.0,591055.0,1660.0,25.5,62.2,4.6,5.2,33,440.0,,129.0
408,Greenpoint,new-york-city,39669.0,10060.8,2.74,110385.0,61179.0,18.1,18636.0,1183646.0,2274.0,26.0,79.0,7.2,9.0,479,454.0,,214.21870286576168
409,Harlem,new-york-city,245261.0,35603.299999999996,20.32,53738.833333333336,33416.5,13.966666666666667,94728.0,2949492.0,1318.0,34.25,63.699999999999996,9.766666666666667,24.3,23839,441.0,,163.8022813688213
410,Hell's Kitchen,new-york-city,82489.0,20367.566666666666,7.66,111390.66666666667,77575.33333333333,15.233333333333334,49536.0,2760914.0,2538.3333333333335,29.599999999999998,73.86666666666666,5.6000000000000005,12.033333333333333,4180,419.5,,271.3952470293934
411,Highbridge,new-york-city,79838.0,31383.7,3.46,33877.0,19949.0,2.7,27940.0,0.0,1241.0,45.2,59.8,13.2,35.0,6754,465.0,,93.125
412,Hollis,new-york-city,30983.0,8499.8,3.71,69386.0,33407.0,58.4,10007.0,602872.0,1501.0,33.9,62.6,8.6,10.2,96,477.0,,95.9090909090909
413,Howard Beach,new-york-city,30915.0,5170.5,3.32,86113.0,39607.0,75.5,11516.0,526515.0,1748.0,33.6,56.8,9.3,7.7,119,454.0,,131.57142857142858
414,Howland Hook,new-york-city,27469.0,3346.5,3.75,69879.0,34929.0,61.9,8387.0,379690.0,1164.0,42.4,60.5,6.9,19.4,1413,531.0,,173.0
415,Hunts Point,new-york-city,11312.0,2847.1,3.43,33157.0,19246.0,9.0,3649.0,304911.0,1148.0,49.1,56.8,15.9,39.0,955,456.0,,87.25
416,Inwood,new-york-city,43365.0,16375.6,3.73,63851.0,30238.0,9.3,15763.0,425584.0,1469.0,28.8,67.6,8.1,15.2,2495,473.0,,86.38144329896907
417,Jackson Heights,new-york-city,67252.0,35154.7,3.26,62910.0,34328.0,34.5,25164.0,383746.0,1617.0,35.2,67.6,9.0,14.1,183,367.0,,94.47107438016529
418,Jamaica,new-york-city,189910.0,11044.975,15.719999999999999,71249.75,32389.25,50.150000000000006,58013.0,1894136.0,1496.5,35.025,65.375,10.35,12.4,4215,480.25,,132.12337662337663
419,Jamaica Estates,new-york-city,64858.0,12375.9,3.63,66246.0,29956.0,38.5,19783.0,673520.0,1667.0,37.1,61.8,7.5,13.6,729,380.0,,120.0952380952381
420,Kensington,new-york-city,76370.0,21650.4,3.6,81857.0,40365.0,40.4,26140.0,820555.0,1733.0,34.9,64.8,6.7,13.9,1209,468.0,,121.78070175438596
421,Kew Gardens,new-york-city,20351.0,14028.4,3.32,80360.0,46971.0,39.9,8546.0,309426.0,1717.0,28.0,67.1,5.8,8.3,164,423.0,,118.175
422,Kew Gardens Hills,new-york-city,42362.0,8553.5,3.41,71469.0,33733.0,46.9,14568.0,541840.0,1442.0,32.4,59.9,6.0,12.7,1341,546.0,,135.07142857142858
423,Kingsbridge,new-york-city,155736.0,20357.4,6.779999999999999,51593.0,27591.5,20.45,57996.0,560470.0,1433.0,40.0,61.25,10.05,23.0,8684,461.0,,104.39240506329114
424,Kips Bay,new-york-city,89951.0,37307.0,5.4399999999999995,134033.0,84457.0,29.1,46322.0,1891419.0,2653.0,28.1,73.4,3.9,8.899999999999999,1968,528.0,,225.99763033175356
425,Long Island City,new-york-city,80973.0,26470.033333333336,8.69,110596.66666666667,65954.0,19.5,37098.0,1564124.0,2496.6666666666665,27.3,76.73333333333333,6.766666666666667,8.5,6551,353.6666666666667,,234.73529411764707
426,Longwood,new-york-city,94084.0,23684.9,6.99,33686.0,20850.5,10.649999999999999,33126.0,482720.0,1132.5,44.05,58.349999999999994,12.350000000000001,32.7,13141,488.5,,305.1509433962264
427,Lower East Side,new-york-city,76807.0,36064.2,3.08,37093.0,24215.0,16.8,34737.0,741081.0,1047.0,38.6,54.0,7.5,27.0,11143,535.0,,277.27204783258594
428,Maspeth,new-york-city,39994.0,6342.0,3.63,85464.0,40188.0,53.8,12885.0,711948.0,1753.0,31.9,64.7,6.6,10.2,63,504.0,,141.89622641509433
429,Middle Village,new-york-city,39805.0,6936.6,3.35,88672.0,41536.0,58.6,13887.0,772984.0,1781.0,31.5,63.9,4.8,6.8,79,493.0,,161.46153846153845
430,Midtown,new-york-city,48817.0,24553.300000000003,5.02,146183.5,97751.5,40.45,27765.0,1861912.0,2562.5,25.4,73.35,4.15,6.6,61,314.3333333333333,,423.39431872893596
431,Midwood,new-york-city,91789.0,19230.4,3.73,61017.0,30339.0,30.6,31670.0,775239.0,1572.0,39.6,59.2,6.3,18.2,2062,354.0,,96.98936170212765
432,Mill Basin,new-york-city,94254.0,4928.4,3.42,86185.0,41393.0,67.5,32645.0,641396.0,1616.0,34.2,60.5,5.4,8.2,1248,578.0,,201.0
433,Morris Heights,new-york-city,80393.0,34441.2,3.5,34860.0,21110.0,5.0,27864.0,492427.0,1269.0,45.3,62.0,14.7,33.4,8602,458.0,,97.71428571428571
434,Morrisania,new-york-city,90314.0,32395.4,3.52,31166.0,17866.0,5.6,31718.0,394515.0,1116.0,45.9,56.7,14.7,37.4,12180,492.0,,101.5
435,Mott Haven,new-york-city,38908.0,14171.3,3.6,21846.0,16712.0,4.6,14259.0,0.0,908.0,51.9,51.7,11.4,44.8,8178,492.0,,148.72941176470587
436,Ozone Park,new-york-city,60334.0,13692.9,7.98,77487.5,32537.0,54.0,16719.0,1235651.0,1714.5,34.7,63.099999999999994,7.3,13.8,445,533.5,,112.64285714285714
437,Park Slope,new-york-city,42107.0,22060.6,3.19,133269.0,68574.0,28.5,18052.0,1390350.0,2390.0,26.2,74.2,6.8,12.9,2296,594.0,,234.36754966887418
438,Pelham Bay,new-york-city,52756.0,8529.2,3.36,61087.0,31640.0,33.7,19084.0,529312.0,1532.0,36.1,61.4,8.5,14.8,1039,483.0,,129.6153846153846
439,Pelham Gardens,new-york-city,75290.0,11983.8,3.6,70415.0,31871.0,49.8,23517.0,519873.0,1567.0,45.6,59.0,8.5,15.1,2990,566.0,,136.1891891891892
440,Port Richmond,new-york-city,18144.0,5871.0,3.95,73927.0,36486.0,57.0,5597.0,457418.0,1576.0,49.3,58.1,6.7,18.5,397,464.0,,73.33333333333333
441,Prospect Heights,new-york-city,0.0,,0.0,,,,0.0,0.0,,,,,,1,-4.0,,222.95049504950495
442,Prospect-Lefferts Gardens,new-york-city,59465.0,26244.4,3.23,68542.0,37885.0,19.1,24609.0,1057129.0,1595.0,31.7,68.1,6.5,15.6,975,529.0,,123.63265306122449
443,Queens Village,new-york-city,49827.0,9104.3,7.779999999999999,86367.5,34978.0,73.65,14272.0,1113515.0,1514.0,34.6,63.849999999999994,8.85,7.35,164,573.5,,146.7625
444,Red Hook,new-york-city,40311.0,10922.7,3.08,121638.0,68324.0,31.8,16738.0,1470549.0,2158.0,29.6,75.3,7.9,14.2,3126,524.0,,163.6590909090909
445,Rego Park,new-york-city,47019.0,19230.0,3.07,79221.0,44453.0,40.5,19938.0,441326.0,1832.0,30.5,65.3,4.9,11.7,433,357.0,,109.4888888888889
446,Richmond Hill,new-york-city,89045.0,13116.099999999999,7.97,80976.5,31289.5,54.95,24465.0,1225927.0,1689.5,33.2,63.949999999999996,7.15,10.4,452,527.0,,109.0
447,Richmondtown,new-york-city,55805.0,2980.6,3.35,88687.0,42563.0,71.5,19820.0,586474.0,1439.0,32.3,59.0,6.5,8.7,787,495.0,,117.0
448,Riverdale,new-york-city,23387.0,5271.0,2.99,96368.0,42698.0,53.7,9015.0,375162.0,1619.0,25.0,53.0,6.4,6.8,224,441.0,,329.8888888888889
449,Roosevelt Island,new-york-city,12155.0,20398.4,2.94,115294.0,63325.0,23.0,4914.0,966347.0,2810.0,32.0,58.5,4.0,7.0,765,644.0,,138.73170731707316
450,Rosedale,new-york-city,34063.0,6266.0,3.85,95945.0,42427.0,68.4,10191.0,514115.0,2009.0,39.3,64.3,7.1,8.1,170,609.0,,177.47
451,Sheepshead Bay,new-york-city,170397.0,14893.2,6.48,63872.5,34804.5,43.75,65769.0,1312088.0,1469.5,39.2,57.8,5.0,15.649999999999999,5737,414.0,,226.38
452,Silver Lake,new-york-city,38736.0,3980.1,3.34,78053.0,38937.0,45.7,14308.0,560236.0,1494.0,33.5,59.2,5.9,12.8,2015,491.0,,223.0
453,SoHo,new-york-city,22269.0,26541.4,2.64,117581.0,76273.0,19.7,11964.0,1692582.0,2406.0,26.6,72.7,4.7,12.3,168,571.0,,871.6829268292682
454,Soundview,new-york-city,66720.0,23906.0,3.58,36730.0,23085.0,15.4,21876.0,546453.0,1312.0,50.2,51.7,11.3,30.2,5578,491.0,,111.07692307692308
