population,housing_units,rent_median,rent_burden,neighbourhood_cleansed,city,_merge
,,,,City of Las Vegas,clark-county,both
,,,,City of Las Vegas,clark-county,both
,,,,City of Las Vegas,clark-county,both
,,,,City of Las Vegas,clark-county,both
,,,,City of Las Vegas,clark-county,both
,,,,City of Las Vegas,clark-county,both
,,,,City of Las Vegas,clark-county,both
19493.0,7834.0,1864.0,38.2,Burbank,los-angeles,both
12044.0,5530.0,1671.0,42.3,Burbank,los-angeles,both
,,,,Burbank,los-angeles,both
27592.0,10151.0,1853.0,33.3,Burbank,los-angeles,both
32884.0,13042.0,2007.0,31.0,Burbank,los-angeles,both
19449.0,8125.0,1778.0,38.7,Burbank,los-angeles,both
,,,,Burbank,los-angeles,both
,,,,Burbank,los-angeles,both
,,,,Burbank,los-angeles,both
,,,,Burbank,los-angeles,both
,,,,Burbank,los-angeles,both
,,,,Burbank,los-angeles,both
,,,,Burbank,los-angeles,both
67393.0,22222.0,1273.0,36.4,Mar Lee,denver,both
65110.0,17266.0,1208.0,31.1,East Los Angeles,los-angeles,both
52954.0,13616.0,1252.0,33.2,East Los Angeles,los-angeles,both
85564.0,36880.0,1459.0,25.0,Logan Square,chicago,both
22587.0,11707.0,2183.0,32.2,Back Bay,boston,both
,,,,Back Bay,boston,both
1232.0,833.0,3269.0,37.0,Back Bay,boston,both
,,,,Back Bay,boston,both
29965.0,9887.0,1754.0,37.5,Canoga Park,los-angeles,both
,,,,Canoga Park,los-angeles,both
,,,,Canoga Park,los-angeles,both
,,,,Canoga Park,los-angeles,both
54913.0,24647.0,1901.0,29.4,Mar Vista,los-angeles,both
16163.0,8453.0,1490.0,39.0,Coconut Creek,broward-county,both
34243.0,11655.0,1889.0,28.3,Coconut Creek,broward-county,both
13613.0,6371.0,1647.0,37.1,Hollywood,broward-county,both
45416.0,19434.0,1243.0,37.1,Hollywood,broward-county,both
49788.0,18969.0,1470.0,41.4,Hollywood,broward-county,both
0.0,0.0,,,Hollywood,broward-county,both
,,,,Hollywood,broward-county,both
,,,,Hollywood,broward-county,both
,,,,Hollywood,broward-county,both
,,,,Broadway,seattle,right_only
90903.0,31256.0,1293.0,33.5,Williamsburg,new-york-city,both
65925.0,26082.0,2143.0,31.4,Williamsburg,new-york-city,both
42421.0,15811.0,2455.0,30.4,Williamsburg,new-york-city,both
31341.0,14203.0,1369.0,28.1,District 15,nashville,both
,,,,District 15,nashville,both
,,,,Los Feliz,los-angeles,right_only
,,,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",washington-dc,both
,,,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",washington-dc,both
,,,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",washington-dc,both
,,,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",washington-dc,both
,,,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",washington-dc,both
,,,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",washington-dc,both
,,,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",washington-dc,both
,,,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",washington-dc,both
,,,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",washington-dc,both
,,,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",washington-dc,both
,,,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",washington-dc,both
,,,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",washington-dc,both
,,,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",washington-dc,both
0.0,0.0,,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",washington-dc,both
67.0,0.0,,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",washington-dc,both
25976.0,9070.0,1433.0,38.2,West Brighton,new-york-city,both
72113.0,38263.0,1684.0,26.9,Lake View,chicago,both
,,,,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",washington-dc,right_only
1477.0,857.0,1791.0,24.5,District 19,nashville,both
,,,,District 19,nashville,both
18100.0,10819.0,1585.0,36.5,District 19,nashville,both
16593.0,7154.0,950.0,36.1,District 19,nashville,both
1411.0,991.0,1707.0,32.1,District 19,nashville,both
,,,,District 19,nashville,both
,,,,District 19,nashville,both
,,,,District 19,nashville,both
0.0,0.0,,,District 19,nashville,both
,,,,District 19,nashville,both
,,,,District 19,nashville,both
,,,,District 19,nashville,both
,,,,District 19,nashville,both
,,,,District 19,nashville,both
16261.0,9170.0,2061.0,26.0,Fort Lauderdale,broward-county,both
18085.0,9530.0,1411.0,32.5,Fort Lauderdale,broward-county,both
12634.0,6640.0,1467.0,32.9,Fort Lauderdale,broward-county,both
3111.0,1843.0,1197.0,36.1,Fort Lauderdale,broward-county,both
28428.0,15638.0,1622.0,37.5,Fort Lauderdale,broward-county,both
40100.0,14066.0,1495.0,36.2,Fort Lauderdale,broward-county,both
73388.0,24737.0,1172.0,45.1,Fort Lauderdale,broward-county,both
53855.0,18490.0,1427.0,40.1,Fort Lauderdale,broward-county,both
13178.0,5895.0,1426.0,28.0,Fort Lauderdale,broward-county,both
11194.0,5552.0,1557.0,28.3,Fort Lauderdale,broward-county,both
,,,,Fort Lauderdale,broward-county,both
,,,,Fort Lauderdale,broward-county,both
,,,,Fort Lauderdale,broward-county,both
,,,,Fort Lauderdale,broward-county,both
,,,,Fort Lauderdale,broward-county,both
,,,,Fort Lauderdale,broward-county,both
,,,,Fort Lauderdale,broward-county,both
,,,,Fort Lauderdale,broward-county,both
,,,,Mid-City,los-angeles,right_only
36114.0,14496.0,1270.0,35.3,78723,austin,both
,,,,Lake Hughes,los-angeles,right_only
95.0,95.0,814.0,,Hennepin,twin-cities,both
21687.0,9979.0,1550.0,24.1,Hennepin,twin-cities,both
37908.0,13888.0,1678.0,29.6,Hennepin,twin-cities,both
23877.0,8725.0,1362.0,37.8,Hennepin,twin-cities,both
,,,,Hennepin,twin-cities,both
4706.0,1825.0,1207.0,31.0,Hennepin,twin-cities,both
19317.0,7382.0,1102.0,19.2,Hennepin,twin-cities,both
9117.0,3055.0,1618.0,29.3,Hennepin,twin-cities,both
26472.0,12711.0,1214.0,26.9,Hennepin,twin-cities,both
15083.0,6850.0,1471.0,24.9,Hennepin,twin-cities,both
21528.0,8680.0,1338.0,38.0,Hennepin,twin-cities,both
18132.0,6572.0,1623.0,23.4,Hennepin,twin-cities,both
30833.0,11604.0,1693.0,27.0,Hennepin,twin-cities,both
5969.0,2171.0,1232.0,40.4,Hennepin,twin-cities,both
3344.0,1124.0,1043.0,19.0,Hennepin,twin-cities,both
6883.0,2400.0,1006.0,26.8,Hennepin,twin-cities,both
,,,,Hennepin,twin-cities,both
14442.0,6242.0,898.0,,Hennepin,twin-cities,both
37592.0,15340.0,1636.0,27.9,Hennepin,twin-cities,both
5460.0,2093.0,1156.0,26.3,Hennepin,twin-cities,both
16249.0,5329.0,1331.0,26.3,Hennepin,twin-cities,both
4355.0,1353.0,929.0,,Hennepin,twin-cities,both
1921.0,1232.0,1136.0,32.7,Hennepin,twin-cities,both
15621.0,6557.0,1436.0,26.7,Hennepin,twin-cities,both
10957.0,7317.0,1830.0,24.4,Hennepin,twin-cities,both
590.0,415.0,1653.0,32.3,Hennepin,twin-cities,both
16349.0,11021.0,1094.0,30.1,Hennepin,twin-cities,both
28413.0,12410.0,940.0,36.1,Hennepin,twin-cities,both
16523.0,8047.0,1068.0,27.3,Hennepin,twin-cities,both
35997.0,16397.0,1101.0,26.6,Hennepin,twin-cities,both
38921.0,14981.0,1104.0,32.7,Hennepin,twin-cities,both
31613.0,15990.0,1199.0,23.5,Hennepin,twin-cities,both
11262.0,4821.0,1198.0,22.5,Hennepin,twin-cities,both
20525.0,8389.0,1442.0,24.8,Hennepin,twin-cities,both
31397.0,9979.0,1026.0,45.7,Hennepin,twin-cities,both
25497.0,8907.0,1190.0,43.8,Hennepin,twin-cities,both
14299.0,6951.0,1192.0,25.1,Hennepin,twin-cities,both
31788.0,12403.0,1292.0,40.0,Hennepin,twin-cities,both
5722.0,2593.0,1793.0,25.6,Hennepin,twin-cities,both
34181.0,17390.0,1453.0,24.9,Hennepin,twin-cities,both
25610.0,10820.0,1153.0,30.0,Hennepin,twin-cities,both
31136.0,13878.0,1097.0,28.2,Hennepin,twin-cities,both
29051.0,11270.0,1299.0,21.1,Hennepin,twin-cities,both
23119.0,8917.0,1139.0,32.0,Hennepin,twin-cities,both
28953.0,12332.0,1232.0,39.4,Hennepin,twin-cities,both
36986.0,15679.0,1206.0,28.1,Hennepin,twin-cities,both
10712.0,3735.0,1741.0,34.2,Hennepin,twin-cities,both
11002.0,4191.0,1268.0,28.8,Hennepin,twin-cities,both
25711.0,12014.0,1291.0,25.4,Hennepin,twin-cities,both
25581.0,10686.0,1203.0,28.0,Hennepin,twin-cities,both
33035.0,12983.0,1129.0,34.4,Hennepin,twin-cities,both
29071.0,10251.0,1138.0,32.9,Hennepin,twin-cities,both
23191.0,7796.0,1182.0,26.9,Hennepin,twin-cities,both
19501.0,8297.0,1510.0,32.3,Hennepin,twin-cities,both
13753.0,7536.0,1514.0,31.1,Hennepin,twin-cities,both
14288.0,6034.0,1516.0,35.2,Hennepin,twin-cities,both
19051.0,8536.0,1397.0,26.8,Hennepin,twin-cities,both
16763.0,7293.0,1422.0,28.4,Hennepin,twin-cities,both
9407.0,3476.0,1416.0,27.7,Hennepin,twin-cities,both
,,,,Hennepin,twin-cities,both
18242.0,7832.0,1344.0,27.0,Hennepin,twin-cities,both
13349.0,5534.0,1544.0,22.6,Hennepin,twin-cities,both
33120.0,11900.0,1174.0,36.3,Hennepin,twin-cities,both
17627.0,5448.0,1139.0,35.0,Hennepin,twin-cities,both
13330.0,4496.0,1843.0,32.7,Hennepin,twin-cities,both
27079.0,10088.0,1578.0,22.6,Hennepin,twin-cities,both
21775.0,8857.0,1535.0,24.1,Hennepin,twin-cities,both
6.0,6.0,,,Hennepin,twin-cities,both
8739.0,3520.0,655.0,34.8,Hennepin,twin-cities,both
5749.0,0.0,,,Hennepin,twin-cities,both
,,,,Hennepin,twin-cities,both
,,,,Hennepin,twin-cities,both
,,,,Hennepin,twin-cities,both
,,,,Hennepin,twin-cities,both
,,,,Hennepin,twin-cities,both
,,,,Hennepin,twin-cities,both
,,,,Hennepin,twin-cities,both
,,,,Hennepin,twin-cities,both
,,,,Hennepin,twin-cities,both
,,,,Hennepin,twin-cities,both
,,,,Hennepin,twin-cities,both
,,,,Hennepin,twin-cities,both
,,,,Hennepin,twin-cities,both
,,,,Hennepin,twin-cities,both
,,,,Hennepin,twin-cities,both
,,,,Hennepin,twin-cities,both
,,,,Hennepin,twin-cities,both
,,,,Hennepin,twin-cities,both
,,,,Hennepin,twin-cities,both
,,,,Hennepin,twin-cities,both
,,,,Hennepin,twin-cities,both
59465.0,24609.0,1595.0,31.7,Prospect-Lefferts Gardens,new-york-city,both
83689.0,27804.0,1071.0,26.3,Lower West Side,chicago,both
,,,,Lower West Side,chicago,both
,,,,Lower West Side,chicago,both
36079.0,12518.0,2229.0,35.6,Porter Ranch,los-angeles,both
,,,,Porter Ranch,los-angeles,both
19546.0,8114.0,1195.0,34.1,District 21,nashville,both
,,,,District 21,nashville,both
,,,,Humboldt,portland,right_only
35095.0,12869.0,2453.0,31.3,San Mateo,san-mateo-county,both
44244.0,16895.0,2971.0,29.9,San Mateo,san-mateo-county,both
,,,,San Mateo,san-mateo-county,both
43507.0,18265.0,1387.0,29.3,Sellwood-Moreland Improvement League,portland,both
,,,,Alki,seattle,right_only
29941.0,11638.0,1250.0,29.3,District 1,dallas,both
,,,,District 1,dallas,both
,,,,District 1,dallas,both
,,,,District 1,dallas,both
,,,,District 1,dallas,both
,,,,District 1,dallas,both
,,,,District 1,dallas,both
,,,,District 1,dallas,both
,,,,District 1,dallas,both
37161.0,12762.0,1556.0,38.0,Plantation,broward-county,both
,,,,Plantation,broward-county,both
40244.0,18399.0,1790.0,31.5,Plantation,broward-county,both
49343.0,19516.0,1830.0,32.1,Plantation,broward-county,both
,,,,Plantation,broward-county,both
,,,,Plantation,broward-county,both
0.0,0.0,,,Plantation,broward-county,both
8391.0,2925.0,1605.0,36.7,South Kona,hawaii,both
23.0,9.0,,,South Kona,hawaii,both
82140.0,25207.0,1569.0,38.3,Borough Park,new-york-city,both
93119.0,24000.0,1470.0,48.6,Borough Park,new-york-city,both
,,,,Hallandale Beach,broward-county,both
43547.0,20180.0,1352.0,40.6,Hallandale Beach,broward-county,both
51494.0,16853.0,1310.0,45.9,Gramercy Park,los-angeles,both
,,,,Sloan Lake,denver,right_only
,,,,Pacific Beach,san-diego,both
,,,,28803,asheville,both
34036.0,14256.0,1246.0,33.7,28803,asheville,both
,,,,28803,asheville,both
25547.0,11082.0,1346.0,28.5,78757,austin,both
,,,,78757,austin,both
46205.0,16211.0,1567.0,43.8,Throgs Neck,new-york-city,both
9560.0,6096.0,2121.0,25.3,78701,austin,both
,,,,78701,austin,both
,,,,78701,austin,both
,,,,78701,austin,both
,,,,78701,austin,both
,,,,78701,austin,both
,,,,78701,austin,both
1055.0,431.0,678.0,,Portland Downtown,portland,both
,,,,Portland Downtown,portland,both
,,,,Portland Downtown,portland,both
,,,,Portland Downtown,portland,both
,,,,Portland Downtown,portland,both
,,,,Portland Downtown,portland,both
49260.0,14463.0,1609.0,42.2,Winnetka,los-angeles,both
,,,,Winnetka,los-angeles,both
6150.0,1950.0,1486.0,24.3,Koloa-Poipu,hawaii,both
5939.0,2033.0,1341.0,34.8,Koloa-Poipu,hawaii,both
689.0,212.0,1818.0,29.6,Koloa-Poipu,hawaii,both
51288.0,28382.0,2005.0,22.8,"Kalorama Heights, Adams Morgan, Lanier Heights",washington-dc,both
21605.0,6509.0,1498.0,28.4,Cambria Heights,new-york-city,both
41977.0,12660.0,1796.0,36.6,Visitacion Valley,san-francisco,both
,,,,Visitacion Valley,san-francisco,both
62210.0,26106.0,1825.0,30.4,Bedford-Stuyvesant,new-york-city,both
89728.0,33851.0,1717.0,34.9,Bedford-Stuyvesant,new-york-city,both
85633.0,32147.0,1349.0,38.8,Bedford-Stuyvesant,new-york-city,both
,,,,Bay Park,san-diego,right_only
,,,,District 8,nashville,right_only
22553.0,8696.0,902.0,38.3,South Linden,columbus,both
,,,,Beaumont-Wilshire,portland,right_only
,,,,Speer,denver,right_only
,,,,Redwood Heights,oakland,right_only
28433.0,12996.0,1280.0,37.0,Westlake,los-angeles,both
47604.0,17179.0,1260.0,35.0,Westlake,los-angeles,both
,,,,Westlake,los-angeles,both
,,,,Westlake,los-angeles,both
,,,,Westlake,los-angeles,both
,,,,Westlake,los-angeles,both
,,,,District 33,nashville,right_only
29990.0,13169.0,2118.0,31.0,Near West Side,chicago,both
33908.0,13766.0,1130.0,46.8,Near West Side,chicago,both
11073.0,6850.0,2239.0,21.0,Near West Side,chicago,both
,,,,Near West Side,chicago,both
,,,,Near West Side,chicago,both
,,,,Near West Side,chicago,both
,,,,Near West Side,chicago,both
,,,,Near West Side,chicago,both
,,,,Near West Side,chicago,both
,,,,Near West Side,chicago,both
,,,,Near West Side,chicago,both
,,,,Chinatown,new-york-city,right_only
45510.0,15583.0,2647.0,26.8,Parkside,san-francisco,both
,,,,Gramercy,new-york-city,both
,,,,Gramercy,new-york-city,both
53976.0,20080.0,1671.0,31.1,Alhambra,los-angeles,both
,,,,Alhambra,los-angeles,both
29223.0,10002.0,1567.0,35.1,Alhambra,los-angeles,both
,,,,Alhambra,los-angeles,both
,,,,Alhambra,los-angeles,both
,,,,Alhambra,los-angeles,both
57197.0,20632.0,2789.0,29.0,Carmel Valley,san-diego,both
,,,,Carmel Valley,san-diego,both
,,,,Woodstock,portland,right_only
15321.0,6147.0,1090.0,36.9,Isanti,twin-cities,both
834.0,300.0,1750.0,,Isanti,twin-cities,both
101.0,26.0,,,Isanti,twin-cities,both
14113.0,5107.0,1117.0,25.4,Isanti,twin-cities,both
8186.0,2787.0,1047.0,18.5,Isanti,twin-cities,both
8837.0,3239.0,983.0,20.3,Isanti,twin-cities,both
3189.0,1104.0,1487.0,34.7,Isanti,twin-cities,both
21127.0,11528.0,1837.0,32.9,Hollywood Hills,los-angeles,both
,,,,District 17,nashville,right_only
36910.0,15993.0,1413.0,40.2,Koreatown,los-angeles,both
4313.0,2247.0,2253.0,38.7,Koreatown,los-angeles,both
38124.0,16881.0,1524.0,38.2,Koreatown,los-angeles,both
,,,,Koreatown,los-angeles,both
,,,,Koreatown,los-angeles,both
,,,,Koreatown,los-angeles,both
,,,,West Park,broward-county,right_only
41456.0,17485.0,2343.0,21.4,Inner Richmond,san-francisco,both
,,,,Inner Richmond,san-francisco,both
20147.0,8885.0,1040.0,29.3,28805,asheville,both
53763.0,15547.0,958.0,32.5,City of North Las Vegas,clark-county,both
72377.0,22927.0,1544.0,32.8,City of North Las Vegas,clark-county,both
47881.0,15383.0,1333.0,34.3,City of North Las Vegas,clark-county,both
,,,,City of North Las Vegas,clark-county,both
39820.0,12436.0,1509.0,35.6,City of North Las Vegas,clark-county,both
32143.0,10271.0,1614.0,28.3,City of North Las Vegas,clark-county,both
3869.0,1375.0,2060.0,23.9,City of North Las Vegas,clark-county,both
6499.0,2437.0,1368.0,35.4,City of North Las Vegas,clark-county,both
,,,,City of North Las Vegas,clark-county,both
38255.0,13256.0,2493.0,33.9,Redwood City,san-mateo-county,both
35163.0,10907.0,2479.0,39.1,Redwood City,san-mateo-county,both
,,,,Redwood City,san-mateo-county,both
11772.0,4731.0,3501.0,24.2,Redwood City,san-mateo-county,both
,,,,Portsmouth,portland,right_only
,,,,Avalon,los-angeles,right_only
294.0,135.0,,,South Hilo,hawaii,both
49886.0,17038.0,1136.0,41.7,South Hilo,hawaii,both
418.0,155.0,1583.0,40.7,South Hilo,hawaii,both
1200.0,459.0,1350.0,59.4,South Hilo,hawaii,both
1747.0,594.0,503.0,22.8,South Hilo,hawaii,both
22269.0,11964.0,2406.0,26.6,SoHo,new-york-city,both
28307.0,11953.0,1059.0,47.8,Roxbury,boston,both
29888.0,10718.0,1129.0,46.9,Roxbury,boston,both
,,,,Roxbury,boston,both
44272.0,17052.0,1260.0,47.3,Hyde Park,los-angeles,both
25685.0,13535.0,2304.0,29.8,Venice,los-angeles,both
,,,,Venice,los-angeles,both
33789.0,15764.0,2221.0,30.5,Long Island City,new-york-city,both
40472.0,18225.0,1768.0,30.4,Long Island City,new-york-city,both
6712.0,3109.0,3501.0,21.0,Long Island City,new-york-city,both
,,,,Long Island City,new-york-city,both
102238.0,33728.0,1516.0,34.6,Canarsie,new-york-city,both
,,,,Vinegar Hill,new-york-city,right_only
7606.0,4662.0,1435.0,28.6,Ramsey,twin-cities,both
18956.0,10142.0,1108.0,28.2,Ramsey,twin-cities,both
14187.0,5246.0,893.0,40.5,Ramsey,twin-cities,both
44643.0,18023.0,970.0,28.2,Ramsey,twin-cities,both
27396.0,11104.0,1134.0,25.8,Ramsey,twin-cities,both
59197.0,18707.0,1061.0,34.7,Ramsey,twin-cities,both
14376.0,5395.0,982.0,36.0,Ramsey,twin-cities,both
15334.0,6585.0,1236.0,27.8,Ramsey,twin-cities,both
34575.0,12628.0,1142.0,32.5,Ramsey,twin-cities,both
38838.0,15822.0,1323.0,31.5,Ramsey,twin-cities,both
46403.0,17360.0,1122.0,29.2,Ramsey,twin-cities,both
41798.0,18225.0,1170.0,27.8,Ramsey,twin-cities,both
3124.0,1751.0,1351.0,28.1,Ramsey,twin-cities,both
26533.0,12167.0,1121.0,32.0,Ramsey,twin-cities,both
46743.0,16654.0,1066.0,36.6,Ramsey,twin-cities,both
44430.0,15958.0,1150.0,32.7,Ramsey,twin-cities,both
27367.0,11640.0,1250.0,28.5,Ramsey,twin-cities,both
18406.0,7488.0,1433.0,30.0,Ramsey,twin-cities,both
19606.0,5897.0,973.0,37.1,Ramsey,twin-cities,both
,,,,Ramsey,twin-cities,both
,,,,Ramsey,twin-cities,both
,,,,Ramsey,twin-cities,both
,,,,Ramsey,twin-cities,both
,,,,Ramsey,twin-cities,both
0.0,0.0,,,Ramsey,twin-cities,both
,,,,Ramsey,twin-cities,both
,,,,Ramsey,twin-cities,both
,,,,Marina del Rey,los-angeles,right_only
21625.0,9164.0,1828.0,29.1,78734,austin,both
54264.0,18190.0,1697.0,39.0,West Hills,los-angeles,both
25773.0,8562.0,3267.0,37.4,West Hills,los-angeles,both
61061.0,23584.0,1574.0,37.2,Mid-Wilshire,los-angeles,both
42422.0,24654.0,1829.0,26.2,Near North Side,chicago,both
34562.0,22394.0,2159.0,26.1,Near North Side,chicago,both
21859.0,14294.0,2340.0,24.5,Near North Side,chicago,both
,,,,Near North Side,chicago,both
13413.0,7724.0,855.0,55.6,Downtown,los-angeles,both
8547.0,5803.0,1460.0,65.4,Downtown,los-angeles,both
24228.0,11746.0,2094.0,48.6,Downtown,los-angeles,both
2724.0,1454.0,756.0,47.0,Downtown,los-angeles,both
,,,,Downtown,los-angeles,both
,,,,Downtown,los-angeles,both
28.0,10.0,,,Downtown,los-angeles,both
0.0,0.0,,,Downtown,los-angeles,both
48585.0,16806.0,1274.0,34.0,West Ridge,chicago,both
43729.0,13838.0,1217.0,30.2,West Ridge,chicago,both
8808.0,4315.0,2047.0,29.5,City of Capitola,santa-cruz-county,both
0.0,0.0,,,North Capitol Hill,denver,both
281.0,192.0,2405.0,27.8,North Capitol Hill,denver,both
,,,,North Capitol Hill,denver,both
,,,,Jamaica,new-york-city,both
,,,,Jamaica,new-york-city,both
41396.0,10822.0,1320.0,36.9,Jamaica,new-york-city,both
66424.0,22264.0,1225.0,29.7,Jamaica,new-york-city,both
60842.0,19075.0,1660.0,32.5,Jamaica,new-york-city,both
21248.0,5852.0,1781.0,41.0,Jamaica,new-york-city,both
,,,,Jamaica,new-york-city,both
0.0,0.0,,,Jamaica,new-york-city,both
16952.0,10497.0,1961.0,26.7,Union Station,denver,both
,,,,Union Station,denver,both
,,,,Union Station,denver,both
,,,,Union Station,denver,both
,,,,Union Station,denver,both
37505.0,16342.0,2222.0,36.2,La Jolla,san-diego,both
,,,,La Jolla,san-diego,both
,,,,La Jolla,san-diego,both
5390.0,1339.0,2008.0,36.7,Koolauloa,hawaii,both
1418.0,526.0,1482.0,32.3,Koolauloa,hawaii,both
2893.0,831.0,1442.0,31.5,Koolauloa,hawaii,both
6867.0,1072.0,2134.0,38.7,Koolauloa,hawaii,both
,,,,Lakewood,los-angeles,both
31701.0,10247.0,2058.0,29.1,Lakewood,los-angeles,both
29113.0,9583.0,2268.0,27.6,Lakewood,los-angeles,both
,,,,Lakewood,los-angeles,both
21174.0,6573.0,1873.0,33.5,Lakewood,los-angeles,both
9144.0,4122.0,793.0,44.5,Near East,columbus,both
12343.0,5415.0,844.0,28.9,Near East,columbus,both
,,,,Rolando,san-diego,both
14205.0,6721.0,1512.0,30.2,District 2,dallas,both
24100.0,15936.0,1513.0,25.6,District 2,dallas,both
14270.0,4580.0,1140.0,25.7,District 2,dallas,both
5133.0,2381.0,1390.0,29.0,District 2,dallas,both
19042.0,8698.0,1312.0,34.8,District 2,dallas,both
,,,,District 2,dallas,both
2307.0,1250.0,897.0,30.0,District 2,dallas,both
,,,,District 2,dallas,both
,,,,District 2,dallas,both
,,,,District 2,dallas,both
,,,,District 2,dallas,both
0.0,0.0,,,District 2,dallas,both
,,,,78745,austin,both
62277.0,28447.0,1435.0,30.1,78745,austin,both
33816.0,14156.0,1151.0,41.6,Near North/University,columbus,both
12962.0,148.0,757.0,57.4,Near North/University,columbus,both
24079.0,7992.0,1789.0,36.4,East San Gabriel,los-angeles,both
,,,,Baker,denver,right_only
,,,,Ward 4,salem,right_only
4496.0,1580.0,1606.0,32.8,Anoka,twin-cities,both
10844.0,3817.0,1568.0,16.9,Anoka,twin-cities,both
28711.0,10394.0,1389.0,32.1,Anoka,twin-cities,both
25428.0,9845.0,1167.0,27.9,Anoka,twin-cities,both
11195.0,4178.0,1020.0,21.9,Anoka,twin-cities,both
51398.0,19090.0,1218.0,27.6,Anoka,twin-cities,both
48902.0,16651.0,1519.0,21.9,Anoka,twin-cities,both
30249.0,12249.0,1067.0,31.0,Anoka,twin-cities,both
32529.0,12667.0,1165.0,27.1,Anoka,twin-cities,both
34240.0,13643.0,1185.0,31.3,Anoka,twin-cities,both
33096.0,11832.0,1439.0,30.7,Anoka,twin-cities,both
29029.0,10750.0,1494.0,30.6,Anoka,twin-cities,both
30859.0,10836.0,1589.0,29.5,Anoka,twin-cities,both
81658.0,21944.0,2524.0,36.2,Ewa,hawaii,both
49903.0,14993.0,2221.0,33.2,Ewa,hawaii,both
,,,,Ewa,hawaii,both
,,,,Unincorporated Areas,santa-cruz-county,both
25244.0,10166.0,2183.0,30.4,Unincorporated Areas,santa-cruz-county,both
8020.0,2945.0,2011.0,33.1,Unincorporated Areas,santa-cruz-county,both
8873.0,3534.0,2158.0,31.2,Unincorporated Areas,santa-cruz-county,both
441.0,214.0,,,Unincorporated Areas,santa-cruz-county,both
992.0,268.0,1683.0,35.2,Unincorporated Areas,santa-cruz-county,both
5853.0,2552.0,2209.0,34.4,Unincorporated Areas,santa-cruz-county,both
796.0,283.0,2007.0,24.8,Unincorporated Areas,santa-cruz-county,both
47594.0,18841.0,2107.0,42.0,Unincorporated Areas,santa-cruz-county,both
36278.0,15149.0,2017.0,33.6,Unincorporated Areas,santa-cruz-county,both
8301.0,2930.0,2074.0,29.1,Unincorporated Areas,santa-cruz-county,both
15265.0,5893.0,2190.0,36.2,Unincorporated Areas,santa-cruz-county,both
11359.0,4175.0,2139.0,35.8,Unincorporated Areas,santa-cruz-county,both
85739.0,24053.0,1684.0,34.2,Unincorporated Areas,santa-cruz-county,both
55435.0,21939.0,926.0,27.8,Northland,columbus,both
,,,,Old Town/Chinatown,portland,both
39926.0,11781.0,1630.0,31.0,South Whittier,los-angeles,both
34193.0,17009.0,2128.0,20.5,Western Addition,san-francisco,both
,,,,Western Addition,san-francisco,both
28839.0,11992.0,1887.0,28.2,Atwater Village,los-angeles,both
194.0,98.0,1350.0,,Glendale,los-angeles,both
22807.0,8147.0,1792.0,44.6,Glendale,los-angeles,both
22757.0,8738.0,1988.0,37.0,Glendale,los-angeles,both
16557.0,6748.0,2014.0,38.1,Glendale,los-angeles,both
18738.0,6564.0,1658.0,32.4,Glendale,los-angeles,both
36367.0,13709.0,1686.0,48.3,Glendale,los-angeles,both
32570.0,12610.0,1904.0,37.2,Glendale,los-angeles,both
11488.0,4121.0,2011.0,33.1,Glendale,los-angeles,both
15316.0,5964.0,2059.0,32.4,Glendale,los-angeles,both
,,,,Glendale,los-angeles,both
244.0,125.0,3240.0,,Glendale,los-angeles,both
,,,,Glendale,los-angeles,both
,,,,Glendale,los-angeles,both
,,,,Glendale,los-angeles,both
,,,,Glendale,los-angeles,both
40701.0,17650.0,2545.0,20.5,Haight Ashbury,san-francisco,both
,,,,Oakwood,new-york-city,right_only
,,,,Laurelhurst,portland,right_only
23747.0,9004.0,1692.0,38.4,Dorchester,boston,both
56070.0,19395.0,1555.0,48.2,Dorchester,boston,both
32614.0,12986.0,1540.0,41.8,Dorchester,boston,both
,,,,District 5,nashville,right_only
11213.0,4013.0,2032.0,30.3,Paia-Haiku,hawaii,both
2579.0,877.0,2271.0,33.1,Paia-Haiku,hawaii,both
,,,,"Near Southeast, Navy Yard",washington-dc,both
,,,,"Near Southeast, Navy Yard",washington-dc,both
0.0,0.0,,,"Near Southeast, Navy Yard",washington-dc,both
,,,,"Near Southeast, Navy Yard",washington-dc,both
,,,,"Near Southeast, Navy Yard",washington-dc,both
55591.0,21358.0,1193.0,24.5,Jefferson Park,chicago,both
,,,,City of Mesquite,clark-county,both
17588.0,7172.0,965.0,25.2,City of Mesquite,clark-county,both
